timestamp,route_id,stop_id
2025-01-01 06:56:31,276-F KBS-YSTF,22306
2025-01-01 09:11:52,271-K,22276
2025-01-01 08:36:45,333-G NLH-D41G,29277
2025-01-01 14:26:02,289-C D52G-HNH,29355
2025-01-01 06:11:08,293-K CTHS-MYNH,33488
2025-01-01 15:28:18,BMSIT-05,35733
2025-01-01 09:17:52,354-B KBS-KMT-STH,20986
2025-01-01 11:39:56,293-S D48G-BGLR,22331
2025-01-01 17:39:42,MF-45 VTTMC-ABG,20899
2025-01-01 10:34:56,501-NH,33443
2025-01-01 16:25:30,226-Y,35396
2025-01-01 17:02:17,258-VB,27377
2025-01-01 13:52:09,114-C,23792
2025-01-01 14:00:46,258-C KBS-D43G,34868
2025-01-01 17:29:14,251-M KLP-KBS,26123
2025-01-01 08:02:13,335-E,22002
2025-01-01 10:59:20,297 NGH-KBS,21129
2025-01-01 17:36:05,270-A SBS-PSBS,21173
2025-01-01 17:36:59,500-HG HSK-BELF,21450
2025-01-01 08:57:16,BEMLA-29,36413
2025-01-01 14:28:00,D12G-GEM,35721
2025-01-01 12:27:57,129,21258
2025-01-01 12:01:51,SNBS-KBS-SVH4M-CVN,21167
2025-01-01 10:51:48,251,21132
2025-01-01 16:43:20,291-LA BSF-SBS,22136
2025-01-01 14:55:23,238-UM,35387
2025-01-01 14:56:41,VNS-16,35815
2025-01-01 17:42:19,500-D D10G-CSB,20915
2025-01-01 17:05:10,506-A,21760
2025-01-01 09:23:39,D36G-KNGP,21466
2025-01-01 06:07:00,SCS-6,36433
2025-01-01 16:14:53,90-E,20702
2025-01-01 17:50:32,MF-23A,29433
2025-01-01 16:37:36,D30-NES,25225
2025-01-01 10:12:34,CFLS-1,36519
2025-01-01 16:26:48,258-B,21082
2025-01-01 11:07:13,214-D KMT-TRL,22284
2025-01-01 13:04:29,HALPV-18,39455
2025-01-01 17:23:34,227-K KMT-SLVR-BSM,35393
2025-01-01 06:50:32,285-CB KKH-KBS,34142
2025-01-01 15:09:07,399-D HSK-CPR-ANK,28206
2025-01-01 08:28:15,SHS-7,36341
2025-01-01 14:13:25,KMT-MMI-BSK,22346
2025-01-01 17:20:02,APS-28,38874
2025-01-01 09:25:36,258-C KBS-GDP,33724
2025-01-01 15:09:35,293-F,21826
2025-01-01 08:22:15,515-A,27107
2025-01-01 13:53:37,31,23728
2025-01-01 13:41:43,215-N,22016
2025-01-01 14:10:27,KBS-1K KBS-VSD-D41G,20697
2025-01-01 13:36:25,302-D KMT- SJHST,24128
2025-01-01 07:48:34,281-AP YST5NA-KIA,31579
2025-01-01 06:48:02,242-P,21474
2025-01-01 17:59:33,331-A SBS-KDG,20596
2025-01-01 14:05:13,360-Q KBS-DSP,22017
2025-01-01 15:50:38,289-AA,31859
2025-01-01 07:51:20,KIA-8A,25819
2025-01-01 06:40:47,285-MC YSTF-NES-DBP,34069
2025-01-01 16:33:36,501-A,33342
2025-01-01 06:04:24,D35-D35G,24860
2025-01-01 09:32:28,Chakra-16A KVUL-DNK,22527
2025-01-01 12:12:48,215-NE ANP11-KMT-VSD,21557
2025-01-01 06:45:16,77-E,24194
2025-01-01 12:07:51,293 SBS-LGP-KLN,22129
2025-01-01 17:56:36,290-E STJHS-YHKOT,22461
2025-01-01 16:45:08,285-R SBS-HNYR,21247
2025-01-01 10:02:15,354-A STH-D38G,23835
2025-01-01 11:57:16,224-A KBS-VRS,31213
2025-01-01 12:39:45,80-B,35263
2025-01-01 09:25:36,MF-51,33476
2025-01-01 15:56:13,294-H,21857
2025-01-01 11:08:47,289-S,28176
2025-01-01 12:10:03,SBS-HRBR1,20855
2025-01-01 07:40:29,240-K,20945
2025-01-01 06:35:47,222-A,20664
2025-01-01 07:11:22,285-H KBS-KLRH,32598
2025-01-01 07:22:19,258-VG,20574
2025-01-01 15:52:05,MF-23B,34701
2025-01-01 08:35:01,213-P,21845
2025-01-01 15:46:49,V-DIVYA DARSHANA-1,38887
2025-01-01 17:50:47,501-A,22406
2025-01-01 08:24:08,218-A,26286
2025-01-01 10:20:26,SCS-7,36434
2025-01-01 12:00:09,293-SD SBS-DDBP,22585
2025-01-01 11:42:49,330-B,21785
2025-01-01 14:13:07,BC-8,20678
2025-01-01 13:11:53,515-KY YBS-D35G,21081
2025-01-01 14:27:28,K-2A,21150
2025-01-01 13:56:40,401-E,20859
2025-01-01 11:07:15,45-D PPLO-GTLO,32657
2025-01-01 16:59:45,500-QN,27499
2025-01-01 17:16:51,D34G-YLH,32994
2025-01-01 14:07:35,328-H D41G-ATB,22020
2025-01-01 08:03:52,226-SB,36407
2025-01-01 17:23:17,502-F,21094
2025-01-01 17:54:24,140-A,23999
2025-01-01 10:58:28,305-V,21061
2025-01-01 16:55:43,378-A,35085
2025-01-01 08:41:17,399 ABS-DMSC-KDG,31635
2025-01-01 10:05:53,317-TA D24G-TBH,33387
2025-01-01 09:47:54,401-AK,21675
2025-01-01 11:25:00,250-SA ASK-SDN-KBS,20619
2025-01-01 11:49:20,291-LA BSF-SBS,21173
2025-01-01 06:10:45,327-F,22178
2025-01-01 08:56:35,369-A D34-HLM,36211
2025-01-01 10:52:18,319-C D24G-KDG,20900
2025-01-01 08:12:19,292-D,21929
2025-01-01 09:21:19,HSS-23,36670
2025-01-01 06:17:15,234,20944
2025-01-01 07:37:27,D38G-HRL,32857
2025-01-01 13:48:18,316 MDR-HDH-BDG,35481
2025-01-01 08:20:28,500-A MRH-JKLO,20999
2025-01-01 17:53:37,325 D41G-HRHL,35260
2025-01-01 07:21:34,BEML-BGR,26323
2025-01-01 08:47:13,257-D,29506
2025-01-01 07:32:04,399-C ANK-LKR,22462
2025-01-01 10:20:19,500-BA,21691
2025-01-01 10:17:19,34-A,21717
2025-01-01 07:55:17,238-UC D31G-VSL,22169
2025-01-01 06:10:37,STJHS-3,36248
2025-01-01 07:08:13,317-TH KMT-ABL,34014
2025-01-01 09:56:28,213-WA,21640
2025-01-01 17:25:21,254-D DSP-KMBRH-KMP,23084
2025-01-01 15:04:23,258-M D43G-TMG,30622
2025-01-01 16:54:10,KIA-6A,39280
2025-01-01 10:04:40,PESCE-1,36650
2025-01-01 15:36:59,D6G-CVRN,20671
2025-01-01 17:42:35,315 ARMY-KMT,21193
2025-01-01 11:34:12,248-B KMT-MLS,21212
2025-01-01 16:03:48,399-D,34179
2025-01-01 16:41:10,317-DP D24G-DNP,20864
2025-01-01 12:37:44,MDR-AVLH-RMP,27752
2025-01-01 13:53:59,253 D45-JHC-MGH,21155
2025-01-01 16:52:34,MF-27 PSS-MKL,28646
2025-01-01 17:39:57,KBS-1K KBS-VSD-D41G,22662
2025-01-01 14:44:59,306-B,21697
2025-01-01 07:25:24,281-F YHKOT-HNS,31981
2025-01-01 08:58:25,248-AB,20872
2025-01-01 08:00:45,271 KBS-BELF,20603
2025-01-01 07:39:21,401-AK ABG-PSS,22144
2025-01-01 12:57:43,265-A,21069
2025-01-01 07:40:22,226-V,35403
2025-01-01 10:04:08,35 VSD-KMT-KSGP,21812
2025-01-01 15:28:06,241-G MRBS-D35G,21530
2025-01-01 08:40:22,251-D,21082
2025-01-01 10:55:48,301-T KGN-RMB,33495
2025-01-01 08:49:33,213-V SGH-HRH,23625
2025-01-01 16:04:16,13-B,21445
2025-01-01 11:48:03,SBNS-KMT,22199
2025-01-01 12:42:42,V-500BC,20816
2025-01-01 13:17:21,79-G VSDLO-VSD-SBS,20811
2025-01-01 16:33:51,K-2 HBL-CLO,21150
2025-01-01 06:14:27,271-K MTK-VSD-KBS,20589
2025-01-01 14:29:33,227-VB,21053
2025-01-01 06:10:27,CHAKRA-2A,21510
2025-01-01 14:32:52,D6G-GBJCG,23120
2025-01-01 09:41:22,210-X,35188
2025-01-01 12:08:27,293-BC,31859
2025-01-01 15:57:19,V-298MN,33055
2025-01-01 13:13:48,356-Z D38-ANK,39203
2025-01-01 17:03:02,13-K,21149
2025-01-01 13:03:57,289-P D52G-HNS,29624
2025-01-01 15:51:17,280-K YHK-MTH,22457
2025-01-01 17:28:30,323-J,21997
2025-01-01 16:21:14,314,21959
2025-01-01 11:00:28,258-DG,33747
2025-01-01 14:57:29,SPHS-01,36341
2025-01-01 10:26:50,241-H,21101
2025-01-01 15:47:40,500-A BSK-BELF,21092
2025-01-01 16:53:35,BEML A-17,35746
2025-01-01 14:53:46,MBS-17,21450
2025-01-01 11:56:39,298-M PTH-DVH,32304
2025-01-01 08:34:14,285 SRN-KBS-GKVK,20808
2025-01-01 16:57:23,295-D,21796
2025-01-01 10:52:39,258-S KBS-RDH,33326
2025-01-01 15:07:05,323-F D41G-NRG,35165
2025-01-01 15:58:48,354-B KBS-KMT-STH,20986
2025-01-01 15:09:17,D31G-JMN,34086
2025-01-01 11:34:57,500-DJ,20598
2025-01-01 17:55:26,VNS-014,35815
2025-01-01 10:20:21,PTH-YSTF5,26411
2025-01-01 09:05:32,88-B SBS-KBS-BSN,35138
2025-01-01 11:12:21,297-B DVGH-KBS,29914
2025-01-01 15:37:51,317-W,21790
2025-01-01 15:53:36,412,22083
2025-01-01 16:09:13,240-A,33718
2025-01-01 10:32:21,HALPV-14,36747
2025-01-01 15:37:48,D38G-HLG-ANK,32897
2025-01-01 09:41:05,314-FA D06G-MLP,22222
2025-01-01 14:05:21,325 D41G-HRHL,34913
2025-01-01 09:11:16,317-MJ,21791
2025-01-01 16:40:22,SCS-11,36415
2025-01-01 13:16:09,NICE-8,21282
2025-01-01 09:25:07,213,35674
2025-01-01 16:08:51,360-D KMT-ATB-KMLP,20973
2025-01-01 12:47:30,BC-7B,22965
2025-01-01 08:50:56,303,20940
2025-01-01 14:04:37,399 KDG-MVM,21980
2025-01-01 10:14:47,225-CC BEML5-DRF,29870
2025-01-01 08:00:52,168-E,21167
2025-01-01 09:35:26,253-S SBS-GFTI,21109
2025-01-01 16:50:45,374-N D35G-TVK-NML,32917
2025-01-01 07:17:37,404-C,22481
2025-01-01 09:23:24,V-285M,25933
2025-01-01 14:07:21,13-F,21543
2025-01-01 16:32:50,352-E D38G-MSMB,22064
2025-01-01 17:40:05,HALHSP-1,36668
2025-01-01 12:48:15,401-K CWS-3 BMT-31,21111
2025-01-01 08:34:41,342-H D42-BLH,23509
2025-01-01 11:46:17,V-331A,20960
2025-01-01 07:57:29,13 SBS-SJBHS,21574
2025-01-01 12:53:32,213,22638
2025-01-01 08:04:12,215-H,35080
2025-01-01 10:23:52,300-HA,29659
2025-01-01 12:16:17,213-K D34G-GAT,21910
2025-01-01 15:55:09,3F-5 ANK-KGR,21672
2025-01-01 06:43:43,290-R KNR-THS-SBS,21859
2025-01-01 17:40:00,210-B KBS-KMT-CHG,22239
2025-01-01 15:43:02,G-6 BEML5-SNBS,28062
2025-01-01 10:29:47,500-D BSBI-CSB,21176
2025-01-01 10:19:14,63-C,20586
2025-01-01 08:14:40,502-E ANPN-GKVK,20962
2025-01-01 12:22:09,KLN-AJB,20884
2025-01-01 10:08:00,PESCE-1M,36649
2025-01-01 14:00:12,36-G,21009
2025-01-01 09:52:01,KLN-NTKH,29344
2025-01-01 11:31:13,213-W,23628
2025-01-01 07:31:54,KIA-10,20613
2025-01-01 07:26:43,293 KLN-LGP-SBS,21854
2025-01-01 14:58:43,362-CA,35220
2025-01-01 11:01:55,258-VA,32908
2025-01-01 12:24:58,349-J KMT-IGNOUS,20945
2025-01-01 08:10:44,293-N,21173
2025-01-01 09:56:38,231-G,35388
2025-01-01 15:49:59,226,21566
2025-01-01 14:13:54,600-FD,22017
2025-01-01 11:25:14,D31-D31G,24854
2025-01-01 14:04:27,210-KA,20981
2025-01-01 12:46:12,K-2B HBL-MRBS,23198
2025-01-01 09:14:57,340-J,27755
2025-01-01 16:04:58,245-M KBS-SVNP-D43G,21101
2025-01-01 09:21:08,BMSIT-8,36690
2025-01-01 12:33:56,KLN-UTM,22271
2025-01-01 17:28:28,356-Z ANK-MSH,39043
2025-01-01 09:14:49,31,21232
2025-01-01 10:18:07,D12-BSN,24833
2025-01-01 14:36:38,242 D31G-KMT,20578
2025-01-01 17:00:11,229-D,35396
2025-01-01 09:52:54,254-E PSS-KMP,21108
2025-01-01 13:26:44,227-ZA KMT-KLR-TMP,35700
2025-01-01 11:32:29,378-P,23488
2025-01-01 06:31:37,372-C D34G-NSB,23780
2025-01-01 08:09:57,351-C,22929
2025-01-01 06:12:26,306-MA,37982
2025-01-01 15:04:03,227-P,20925
2025-01-01 07:37:01,215-BB BSK-AJP,22189
2025-01-01 06:39:48,316-E,20862
2025-01-01 10:10:28,MF-32 PSS-CKB,21114
2025-01-01 15:39:13,293 KBS-D10G,39174
2025-01-01 17:35:25,283-A SGT-KBS,35303
2025-01-01 13:08:55,365-R,35231
2025-01-01 14:58:09,43-J VSD-HKLO,21195
2025-01-01 11:33:16,MF-7 KLN-KNG,20904
2025-01-01 07:21:02,BMSIT-11,35733
2025-01-01 08:44:24,210-AA,20941
2025-01-01 11:01:49,290 CHLS-HBL-KVB,21667
2025-01-01 09:55:48,ITPB-7B,39456
2025-01-01 13:46:29,346-M CSB-GLH,25465
2025-01-01 13:31:00,242-K,33641
2025-01-01 17:43:17,227-Z,21052
2025-01-01 13:36:52,KVPTA-7,36768
2025-01-01 15:00:44,KLN-AJB,35507
2025-01-01 15:29:06,366-L,22779
2025-01-01 15:45:57,317-EM D24G-EMTSG,22155
2025-01-01 08:33:40,13-F,35930
2025-01-01 06:28:24,502-A GNP-HBL,20882
2025-01-01 16:34:27,210-N BEML5TS-KBS,29886
2025-01-01 17:49:26,227-F,32495
2025-01-01 08:45:49,365-E,20728
2025-01-01 16:47:48,286-B-CKH-KBS,32345
2025-01-01 08:07:17,KLN-BCC,21528
2025-01-01 08:37:55,312-A,31098
2025-01-01 14:21:58,SJS-1,36455
2025-01-01 12:11:27,401-M,21017
2025-01-01 11:59:13,KBS-CDS,20726
2025-01-01 11:03:04,294-A,21706
2025-01-01 07:52:50,139 SBS-KFC-D6G,22389
2025-01-01 15:04:59,22,20921
2025-01-01 17:45:38,225-P BRN-JNK-KMT,35396
2025-01-01 11:32:40,240-BA D31G-MMN,35966
2025-01-01 14:52:09,242-R,21561
2025-01-01 14:14:25,144-G ARMPS-NRG,22349
2025-01-01 11:06:51,258-F,22367
2025-01-01 17:56:55,301-A,21706
2025-01-01 16:21:15,80-A NLO-JP3,20776
2025-01-01 06:25:14,230-A,35386
2025-01-01 09:07:15,369-N,35126
2025-01-01 13:42:31,258-E D43G-MYLH,26838
2025-01-01 15:46:33,250-D,20564
2025-01-01 15:36:49,211-H KBS-MKD,22539
2025-01-01 15:11:12,ARMY-11,36456
2025-01-01 16:48:19,289-R,31951
2025-01-01 12:54:08,255-AE ALRB2-VSD-KBS,21212
2025-01-01 10:56:52,289-L PTH-MVJ,21699
2025-01-01 16:37:41,401-E,21050
2025-01-01 08:35:07,238-V,21555
2025-01-01 13:27:50,285-MP KBS-NAGH,28810
2025-01-01 14:49:03,501-C D14G-HBLB-KGR,35406
2025-01-01 17:38:48,401-NY HBL-GGH,21203
2025-01-01 06:34:44,227 SBS-KMT FLY-RMH,21040
2025-01-01 11:13:33,316-Q,21850
2025-01-01 12:39:54,96 YTTMC-KBS,20796
2025-01-01 06:46:21,SJBHS-2A,36470
2025-01-01 08:51:45,TR-4A,21667
2025-01-01 13:01:05,D32-SRN,23833
2025-01-01 07:58:03,D27G-RKT-BMS,29359
2025-01-01 10:39:36,258-MA JKNH-KBS,38538
2025-01-01 08:52:42,342-A D42G-KMT,21033
2025-01-01 08:25:10,D09-D09G,39142
2025-01-01 12:00:07,406 NES-CKNH-NMG,32168
2025-01-01 08:45:39,210-AA,22292
2025-01-01 12:29:41,285-M MADT-DBP,34299
2025-01-01 06:29:55,NICE-7,20772
2025-01-01 13:12:53,267-A SBS-D45G,22306
2025-01-01 06:17:35,KMT-LMG-KRMTTMC,35100
2025-01-01 12:18:05,245-DA,24294
2025-01-01 07:47:49,253-L PTML-HGV,30617
2025-01-01 09:09:48,270-D PSS-ABG,30714
2025-01-01 08:04:24,114,21258
2025-01-01 10:07:02,80-G SNBS-KBS-SMH,30988
2025-01-01 17:12:32,MF-34,28484
2025-01-01 12:08:10,282 KBS-VNC-D52G,29992
2025-01-01 16:26:34,BTP-SVM,26771
2025-01-01 10:40:44,243-F D35G-GKH,35809
2025-01-01 15:54:25,SBS-HRBR1,22273
2025-01-01 07:00:24,226-K,20734
2025-01-01 16:15:23,300-R,21215
2025-01-01 12:09:19,KLN-BCC,21528
2025-01-01 13:54:31,250-L,21189
2025-01-01 14:19:51,316-F,22667
2025-01-01 11:18:18,286-K SNBS-SBS-HBLB,23787
2025-01-01 10:05:55,ARMY-002,38961
2025-01-01 17:53:37,293-SA,35921
2025-01-01 13:15:23,212-C D44-NGP,38821
2025-01-01 12:44:32,271-T,21214
2025-01-01 11:27:13,286-E PTH-SVKTN,24105
2025-01-01 13:21:05,314-A D06G-DRDO2S,25158
2025-01-01 13:39:53,500-QA,20757
2025-01-01 07:58:08,288-A,20701
2025-01-01 13:22:21,366-Q,25751
2025-01-01 12:27:13,293-S,21985
2025-01-01 09:46:07,SBS-ARMYPR,20855
2025-01-01 16:05:52,213-H KBS-BHKVL,23552
2025-01-01 14:08:13,399-D HSK-CPR-ANK,26474
2025-01-01 11:54:32,223-E RRMC-RMS,22264
2025-01-01 13:48:07,BELGS-5,35759
2025-01-01 16:15:40,369 KMT-DLF,35203
2025-01-01 07:11:23,370-E,39749
2025-01-01 06:41:11,500-CF D41G-SJP-CKT,23907
2025-01-01 12:33:33,215-A,22445
2025-01-01 16:02:13,248-T,21279
2025-01-01 07:05:18,367-D,35161
2025-01-01 17:24:05,285-MJ,29783
2025-01-01 14:22:38,VLS-10,36283
2025-01-01 06:15:13,305-V D24G-DVPC,36727
2025-01-01 12:37:30,281-F YHKOT-MLH,35633
2025-01-01 10:27:01,252-A PSS-ISROM,21917
2025-01-01 13:54:22,225-CA,29871
2025-01-01 07:29:14,256-F,24788
2025-01-01 08:48:51,349-C,22380
2025-01-01 12:12:48,248,21042
2025-01-01 12:37:09,600-CK,20674
2025-01-01 11:19:18,SBS-HRBR1,38615
2025-01-01 08:38:38,210-Z BSK-RMLO,22403
2025-01-01 10:58:17,240-H KMT-LDH,21605
2025-01-01 10:28:19,MADT-ALS,29480
2025-01-01 07:21:59,MF-25 TPH-JHMS,34997
2025-01-01 17:41:59,CTHS-01,39590
2025-01-01 09:00:17,36-F,22311
2025-01-01 09:32:32,BMSIT-1,35733
2025-01-01 13:32:50,342-WA,21866
2025-01-01 08:31:15,KRPGH-HSK,33899
2025-01-01 12:37:55,EXP-226N,20926
2025-01-01 08:07:58,MF-23E D45-JHMS,39487
2025-01-01 15:31:40,351-C KBS-RMS,21138
2025-01-01 15:19:56,MF-11 KRPGH-TNF-KDGM,22203
2025-01-01 06:16:08,D36G-PRSP,31077
2025-01-01 11:45:35,317-T,28932
2025-01-01 10:36:08,298-C,33002
2025-01-01 14:53:14,319 KRPGH-TNF-KDG,22493
2025-01-01 10:54:45,288-H D45-TDL-KBS,22602
2025-01-01 17:18:59,227-NA,32225
2025-01-01 17:05:54,281-G,31944
2025-01-01 06:55:31,314-T D06G-VBP,22549
2025-01-01 11:06:43,258-QA,22107
2025-01-01 13:21:21,79-G VSDLO-VSD-SBS,28257
2025-01-01 09:25:28,330-H,21865
